file_name,character,order,top_left,bottom_right
CMC_CCM_2018_01_30_23_47_17_5586074050X.png,6,4,"(1371.0, 1120.0)","(1454.0, 1170.0)"
CMC_CCM_2018_01_30_23_47_17_5586074050X.png,0,5,"(1366.0, 1075.0)","(1453.0, 1123.0)"
CMC_CCM_2018_01_30_23_47_17_5586074050X.png,7,6,"(1366.0, 1004.0)","(1454.0, 1064.0)"
CMC_CCM_2018_01_30_23_47_17_5586074050X.png,4,7,"(1368.0, 906.0)","(1453.0, 959.0)"
CMC_CCM_2018_01_30_23_47_17_5586074050X.png,0,8,"(1364.0, 854.0)","(1446.0, 905.0)"
CMC_CCM_2018_01_30_23_47_17_5586074050X.png,5,9,"(1364.0, 800.0)","(1452.0, 851.0)"
CMC_CCM_2018_01_30_23_47_17_5586074050X.png,0,10,"(1366.0, 751.0)","(1452.0, 801.0)"
CMC_CCM_2018_01_30_23_47_17_5586074050X.png,X,11,"(1362.0, 688.0)","(1453.0, 748.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,5,1,"(1043.0, 951.0)","(1107.0, 989.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,5,2,"(1044.0, 908.0)","(1108.0, 946.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,8,3,"(1049.0, 865.0)","(1111.0, 903.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,6,4,"(1048.0, 826.0)","(1108.0, 863.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,0,5,"(1049.0, 791.0)","(1107.0, 827.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,7,6,"(1040.0, 740.0)","(1108.0, 787.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,4,7,"(1046.0, 671.0)","(1107.0, 714.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,0,8,"(1043.0, 625.0)","(1107.0, 667.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,8,9,"(1046.0, 585.0)","(1111.0, 620.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,8,10,"(1046.0, 543.0)","(1108.0, 586.0)"
CMC_CCM_2018_01_30_23_59_43_5586074088C.png,C,11,"(1044.0, 498.0)","(1108.0, 537.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,5,1,"(1105.0, 1031.0)","(1175.0, 1073.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,5,2,"(1103.0, 984.0)","(1176.0, 1029.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,8,3,"(1097.0, 934.0)","(1169.0, 976.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,6,4,"(1097.0, 895.0)","(1166.0, 934.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,0,5,"(1092.0, 859.0)","(1160.0, 895.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,7,6,"(1091.0, 799.0)","(1160.0, 848.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,1,7,"(1083.0, 725.0)","(1160.0, 759.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,0,8,"(1084.0, 669.0)","(1157.0, 714.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,6,9,"(1086.0, 628.0)","(1158.0, 666.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,3,10,"(1082.0, 586.0)","(1158.0, 627.0)"
CMC_CCM_2018_01_30_23_50_17_5586071063E.png,E,11,"(1076.0, 537.0)","(1157.0, 578.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,5,1,"(1221.0, 1144.0)","(1296.0, 1191.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,5,2,"(1221.0, 1095.0)","(1298.0, 1144.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,8,3,"(1222.0, 1043.0)","(1298.0, 1091.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,6,4,"(1215.0, 1001.0)","(1304.0, 1043.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,0,5,"(1217.0, 956.0)","(1298.0, 1001.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,7,6,"(1217.0, 888.0)","(1295.0, 949.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,2,7,"(1213.0, 806.0)","(1297.0, 859.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,0,8,"(1214.0, 749.0)","(1291.0, 798.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,4,9,"(1215.0, 702.0)","(1288.0, 745.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,X,10,"(1207.0, 649.0)","(1292.0, 698.0)"
CMC_CCM_2018_01_30_23_39_59_558607204XE.png,E,11,"(1213.0, 613.0)","(1295.0, 646.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,5,1,"(1113.0, 1025.0)","(1183.0, 1068.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,5,2,"(1115.0, 975.0)","(1180.0, 1024.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,8,3,"(1116.0, 937.0)","(1186.0, 970.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,6,4,"(1112.0, 890.0)","(1184.0, 933.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,0,5,"(1117.0, 851.0)","(1181.0, 896.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,7,6,"(1108.0, 801.0)","(1180.0, 849.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,6,7,"(1105.0, 721.0)","(1183.0, 765.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,0,8,"(1111.0, 686.0)","(1177.0, 724.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,6,9,"(1111.0, 634.0)","(1180.0, 675.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,1,10,"(1110.0, 602.0)","(1182.0, 629.0)"
CMC_CCM_2018_01_30_23_48_58_55860760610.png,0,11,"(1107.0, 544.0)","(1177.0, 582.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,5,1,"(1104.0, 1038.0)","(1174.0, 1082.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,5,2,"(1105.0, 991.0)","(1173.0, 1036.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,8,3,"(1107.0, 945.0)","(1175.0, 989.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,6,4,"(1100.0, 901.0)","(1176.0, 948.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,0,5,"(1106.0, 868.0)","(1174.0, 908.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,7,6,"(1100.0, 812.0)","(1176.0, 864.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,5,7,"(1099.0, 730.0)","(1170.0, 782.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,0,8,"(1103.0, 691.0)","(1170.0, 733.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,7,9,"(1095.0, 634.0)","(1168.0, 684.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,E,10,"(1097.0, 595.0)","(1179.0, 631.0)"
CMC_CCM_2018_01_30_23_54_25_558607507E5.png,5,11,"(1095.0, 551.0)","(1180.0, 595.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,5,1,"(1242.0, 1126.0)","(1319.0, 1179.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,5,2,"(1239.0, 1069.0)","(1319.0, 1125.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,8,3,"(1255.0, 1023.0)","(1326.0, 1070.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,6,4,"(1247.0, 974.0)","(1323.0, 1024.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,0,5,"(1250.0, 936.0)","(1326.0, 980.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,7,6,"(1246.0, 872.0)","(1329.0, 929.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,3,7,"(1249.0, 783.0)","(1329.0, 840.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,0,8,"(1247.0, 733.0)","(1326.0, 783.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,6,9,"(1251.0, 687.0)","(1335.0, 735.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,C,10,"(1248.0, 636.0)","(1334.0, 679.0)"
CMC_CCM_2018_01_30_23_51_21_558607306C4.png,4,11,"(1246.0, 589.0)","(1330.0, 636.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,5,1,"(1117.0, 1038.0)","(1188.0, 1081.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,5,2,"(1116.0, 993.0)","(1188.0, 1037.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,8,3,"(1122.0, 948.0)","(1191.0, 989.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,6,4,"(1112.0, 905.0)","(1194.0, 950.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,0,5,"(1117.0, 867.0)","(1190.0, 904.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,7,6,"(1114.0, 810.0)","(1192.0, 860.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,3,7,"(1117.0, 728.0)","(1183.0, 774.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,0,8,"(1121.0, 680.0)","(1187.0, 725.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,4,9,"(1117.0, 630.0)","(1179.0, 675.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,9,10,"(1116.0, 584.0)","(1184.0, 629.0)"
CMC_CCM_2018_01_30_23_41_38_55860730491.png,1,11,"(1111.0, 548.0)","(1183.0, 582.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,5,1,"(1129.0, 1047.0)","(1201.0, 1094.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,5,2,"(1124.0, 1001.0)","(1199.0, 1045.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,8,3,"(1132.0, 954.0)","(1202.0, 997.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,6,4,"(1128.0, 915.0)","(1199.0, 952.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,0,5,"(1124.0, 870.0)","(1195.0, 913.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,7,6,"(1120.0, 818.0)","(1197.0, 870.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,2,7,"(1121.0, 738.0)","(1198.0, 790.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,0,8,"(1118.0, 691.0)","(1190.0, 734.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,5,9,"(1109.0, 640.0)","(1185.0, 691.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,6,10,"(1116.0, 590.0)","(1189.0, 639.0)"
CMC_CCM_2018_01_30_23_44_48_55860720566.png,6,11,"(1115.0, 553.0)","(1194.0, 596.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,5,1,"(1374.0, 1257.0)","(1453.0, 1304.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,5,2,"(1375.0, 1202.0)","(1460.0, 1258.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,8,3,"(1375.0, 1146.0)","(1464.0, 1193.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,6,4,"(1374.0, 1091.0)","(1460.0, 1143.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,0,5,"(1379.0, 1049.0)","(1462.0, 1098.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,7,6,"(1373.0, 976.0)","(1459.0, 1041.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,5,7,"(1368.0, 885.0)","(1460.0, 946.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,0,8,"(1375.0, 832.0)","(1456.0, 884.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,6,9,"(1372.0, 765.0)","(1460.0, 827.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,4,10,"(1378.0, 722.0)","(1465.0, 772.0)"
CMC_CCM_2018_01_30_23_49_51_5586075064C.png,C,11,"(1374.0, 648.0)","(1463.0, 716.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,5,1,"(985.0, 934.0)","(1047.0, 976.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,5,2,"(988.0, 892.0)","(1047.0, 931.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,8,3,"(989.0, 848.0)","(1050.0, 887.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,6,4,"(988.0, 816.0)","(1052.0, 848.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,0,5,"(989.0, 780.0)","(1046.0, 814.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,7,6,"(977.0, 735.0)","(1044.0, 773.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,3,7,"(985.0, 659.0)","(1045.0, 699.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,0,8,"(981.0, 616.0)","(1043.0, 653.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,8,9,"(981.0, 570.0)","(1048.0, 609.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,E,10,"(977.0, 530.0)","(1051.0, 566.0)"
CMC_CCM_2018_01_31_00_00_08_558607308E7.png,7,11,"(980.0, 492.0)","(1045.0, 532.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,5,1,"(916.0, 850.0)","(977.0, 884.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,5,2,"(915.0, 807.0)","(974.0, 845.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,8,3,"(916.0, 767.0)","(978.0, 806.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,6,4,"(916.0, 737.0)","(978.0, 770.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,0,5,"(911.0, 701.0)","(972.0, 740.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,7,6,"(907.0, 651.0)","(971.0, 697.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,1,7,"(911.0, 588.0)","(979.0, 629.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,0,8,"(905.0, 544.0)","(971.0, 584.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,7,9,"(905.0, 509.0)","(971.0, 551.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,C,10,"(906.0, 471.0)","(971.0, 513.0)"
CMC_CCM_2018_01_30_23_53_59_558607107C6.png,6,11,"(907.0, 439.0)","(968.0, 475.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,5,1,"(914.0, 850.0)","(971.0, 887.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,5,2,"(916.0, 812.0)","(977.0, 846.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,8,3,"(914.0, 765.0)","(978.0, 803.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,6,4,"(915.0, 734.0)","(978.0, 773.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,0,5,"(920.0, 703.0)","(976.0, 742.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,7,6,"(916.0, 652.0)","(981.0, 699.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,2,7,"(919.0, 587.0)","(979.0, 635.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,0,8,"(915.0, 547.0)","(980.0, 585.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,7,9,"(915.0, 511.0)","(978.0, 548.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,7,10,"(917.0, 477.0)","(977.0, 511.0)"
CMC_CCM_2018_01_30_23_52_36_55860720779.png,9,11,"(914.0, 433.0)","(973.0, 474.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,5,1,"(1156.0, 1035.0)","(1232.0, 1081.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,5,2,"(1155.0, 985.0)","(1230.0, 1033.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,8,3,"(1155.0, 943.0)","(1227.0, 982.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,6,4,"(1156.0, 908.0)","(1231.0, 945.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,0,5,"(1152.0, 863.0)","(1226.0, 908.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,7,6,"(1151.0, 805.0)","(1226.0, 854.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,6,7,"(1151.0, 727.0)","(1221.0, 774.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,0,8,"(1152.0, 687.0)","(1220.0, 731.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,8,9,"(1150.0, 649.0)","(1223.0, 684.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,2,10,"(1147.0, 598.0)","(1220.0, 649.0)"
CMC_CCM_2018_01_30_23_56_56_55860760823.png,3,11,"(1144.0, 542.0)","(1219.0, 588.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,5,1,"(1235.0, 1136.0)","(1312.0, 1184.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,5,2,"(1233.0, 1084.0)","(1314.0, 1135.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,8,3,"(1239.0, 1030.0)","(1313.0, 1078.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,6,4,"(1237.0, 987.0)","(1314.0, 1037.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,0,5,"(1235.0, 947.0)","(1313.0, 991.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,7,6,"(1236.0, 883.0)","(1317.0, 944.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,5,7,"(1238.0, 805.0)","(1316.0, 852.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,0,8,"(1234.0, 752.0)","(1318.0, 803.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,4,9,"(1236.0, 691.0)","(1317.0, 748.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,3,10,"(1243.0, 652.0)","(1313.0, 698.0)"
CMC_CCM_2018_01_30_23_40_51_55860750437.png,7,11,"(1237.0, 594.0)","(1318.0, 649.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,5,1,"(1027.0, 923.0)","(1091.0, 964.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,5,2,"(1024.0, 879.0)","(1091.0, 918.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,8,3,"(1031.0, 840.0)","(1091.0, 877.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,6,4,"(1025.0, 801.0)","(1090.0, 843.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,0,5,"(1029.0, 765.0)","(1090.0, 805.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,7,6,"(1026.0, 715.0)","(1092.0, 764.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,4,7,"(1027.0, 642.0)","(1087.0, 681.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,0,8,"(1026.0, 604.0)","(1088.0, 644.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,6,9,"(1023.0, 559.0)","(1091.0, 598.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,7,10,"(1018.0, 516.0)","(1088.0, 558.0)"
CMC_CCM_2018_01_30_23_50_44_55860740677.png,7,11,"(1017.0, 469.0)","(1100.0, 523.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,5,1,"(1098.0, 1019.0)","(1164.0, 1063.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,5,2,"(1098.0, 972.0)","(1166.0, 1013.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,8,3,"(1095.0, 925.0)","(1168.0, 967.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,6,4,"(1100.0, 879.0)","(1169.0, 927.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,0,5,"(1094.0, 845.0)","(1171.0, 887.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,7,6,"(1090.0, 790.0)","(1164.0, 836.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,2,7,"(1094.0, 713.0)","(1169.0, 761.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,0,8,"(1088.0, 660.0)","(1164.0, 705.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,8,9,"(1090.0, 619.0)","(1163.0, 658.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,1,10,"(1087.0, 578.0)","(1160.0, 618.0)"
CMC_CCM_2018_01_30_23_56_30_55860720814.png,4,11,"(1084.0, 521.0)","(1157.0, 569.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,5,1,"(1111.0, 1033.0)","(1181.0, 1077.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,5,2,"(1111.0, 985.0)","(1179.0, 1031.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,8,3,"(1117.0, 935.0)","(1184.0, 978.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,6,4,"(1113.0, 893.0)","(1183.0, 938.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,0,5,"(1111.0, 856.0)","(1183.0, 896.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,7,6,"(1109.0, 800.0)","(1182.0, 854.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,3,7,"(1110.0, 722.0)","(1184.0, 766.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,0,8,"(1113.0, 680.0)","(1180.0, 720.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,5,9,"(1114.0, 625.0)","(1183.0, 672.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,3,10,"(1110.0, 586.0)","(1179.0, 628.0)"
CMC_CCM_2018_01_30_23_46_06_55860730539.png,9,11,"(1113.0, 540.0)","(1181.0, 581.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,5,1,"(1232.0, 1143.0)","(1307.0, 1192.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,5,2,"(1227.0, 1090.0)","(1307.0, 1140.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,8,3,"(1230.0, 1041.0)","(1311.0, 1087.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,6,4,"(1233.0, 997.0)","(1310.0, 1040.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,0,5,"(1231.0, 955.0)","(1311.0, 998.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,7,6,"(1224.0, 893.0)","(1305.0, 945.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,5,7,"(1225.0, 808.0)","(1306.0, 855.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,0,8,"(1232.0, 758.0)","(1305.0, 800.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,8,9,"(1230.0, 704.0)","(1306.0, 744.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,5,10,"(1218.0, 657.0)","(1299.0, 703.0)"
CMC_CCM_2018_01_30_23_59_16_55860750850.png,0,11,"(1227.0, 614.0)","(1300.0, 659.0)"
CMC_CCM_2018_01_30_23_55_18_5586073074X.png,5,1,"(1208.0, 1125.0)","(1285.0, 1177.0)"
CMC_CCM_2018_01_30_23_55_18_5586073074X.png,5,2,"(1207.0, 1072.0)","(1285.0, 1124.0)"
CMC_CCM_2018_01_30_23_55_18_5586073074X.png,8,3,"(1218.0, 1025.0)","(1292.0, 1069.0)"
CMC_CCM_2018_01_30_23_55_18_5586073074X.png,6,4,"(1212.0, 976.0)","(1290.0, 1025.0)"
CMC_CCM_2018_01_30_23_55_18_5586073074X.png,0,5,"(1210.0, 934.0)","(1284.0, 984.0)"
CMC_CCM_2018_01_30_23_55_18_5586073074X.png,7,6,"(1209.0, 873.0)","(1290.0, 931.0)"
