file_name,character,order,top_left,bottom_right
CMC_CCM_2018_01_31_00_54_33_55860810997.png,5,2,"(808.0, 734.0)","(864.0, 769.0)"
CMC_CCM_2018_01_31_00_54_33_55860810997.png,8,3,"(808.0, 702.0)","(864.0, 736.0)"
CMC_CCM_2018_01_31_00_54_33_55860810997.png,6,4,"(809.0, 669.0)","(864.0, 701.0)"
CMC_CCM_2018_01_31_00_54_33_55860810997.png,0,5,"(807.0, 636.0)","(863.0, 673.0)"
CMC_CCM_2018_01_31_00_54_33_55860810997.png,8,6,"(806.0, 597.0)","(863.0, 634.0)"
CMC_CCM_2018_01_31_00_54_33_55860810997.png,1,7,"(809.0, 536.0)","(865.0, 574.0)"
CMC_CCM_2018_01_31_00_54_33_55860810997.png,0,8,"(807.0, 500.0)","(864.0, 531.0)"
CMC_CCM_2018_01_31_00_54_33_55860810997.png,9,9,"(808.0, 468.0)","(861.0, 502.0)"
CMC_CCM_2018_01_31_00_54_33_55860810997.png,9,10,"(806.0, 434.0)","(861.0, 469.0)"
CMC_CCM_2018_01_31_00_54_33_55860810997.png,7,11,"(801.0, 394.0)","(860.0, 433.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,5,1,"(824.0, 785.0)","(885.0, 820.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,5,2,"(827.0, 750.0)","(884.0, 787.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,8,3,"(828.0, 717.0)","(883.0, 750.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,6,4,"(827.0, 687.0)","(882.0, 718.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,0,5,"(827.0, 654.0)","(882.0, 690.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,8,6,"(826.0, 615.0)","(881.0, 653.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,2,7,"(824.0, 557.0)","(879.0, 592.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,0,8,"(824.0, 519.0)","(878.0, 551.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,8,9,"(822.0, 485.0)","(876.0, 517.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,X,10,"(819.0, 450.0)","(875.0, 483.0)"
CMC_CCM_2018_01_31_00_38_50_558608208X2.png,2,11,"(817.0, 416.0)","(875.0, 451.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,5,1,"(818.0, 774.0)","(877.0, 810.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,5,2,"(818.0, 742.0)","(876.0, 775.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,8,3,"(818.0, 705.0)","(875.0, 742.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,6,4,"(820.0, 676.0)","(875.0, 708.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,0,5,"(820.0, 648.0)","(873.0, 680.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,8,6,"(819.0, 613.0)","(874.0, 648.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,2,7,"(815.0, 540.0)","(873.0, 579.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,1,8,"(814.0, 509.0)","(872.0, 542.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,0,9,"(815.0, 471.0)","(869.0, 507.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,6,10,"(813.0, 435.0)","(867.0, 469.0)"
CMC_CCM_2018_01_31_00_54_07_5586082106X.png,X,11,"(817.0, 402.0)","(867.0, 435.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,5,1,"(814.0, 772.0)","(870.0, 804.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,5,2,"(814.0, 736.0)","(870.0, 771.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,8,3,"(814.0, 701.0)","(868.0, 736.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,6,4,"(814.0, 670.0)","(867.0, 701.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,0,5,"(814.0, 637.0)","(866.0, 674.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,8,6,"(813.0, 603.0)","(867.0, 639.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,3,7,"(809.0, 539.0)","(865.0, 576.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,0,8,"(810.0, 503.0)","(865.0, 537.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,9,9,"(809.0, 472.0)","(865.0, 504.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,3,10,"(809.0, 438.0)","(865.0, 476.0)"
CMC_CCM_2018_01_31_00_52_51_55860830930.png,0,11,"(808.0, 402.0)","(866.0, 438.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,5,1,"(817.0, 776.0)","(874.0, 811.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,5,2,"(818.0, 744.0)","(872.0, 777.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,8,3,"(816.0, 707.0)","(872.0, 741.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,6,4,"(814.0, 675.0)","(872.0, 711.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,0,5,"(818.0, 648.0)","(871.0, 681.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,8,6,"(817.0, 616.0)","(871.0, 648.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,5,7,"(814.0, 543.0)","(867.0, 579.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,0,8,"(815.0, 508.0)","(869.0, 546.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,8,9,"(815.0, 478.0)","(869.0, 511.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,3,10,"(814.0, 445.0)","(868.0, 478.0)"
CMC_CCM_2018_01_31_00_53_16_5586085083E.png,E,11,"(813.0, 406.0)","(873.0, 443.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,5,1,"(838.0, 783.0)","(893.0, 816.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,5,2,"(839.0, 750.0)","(893.0, 781.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,8,3,"(838.0, 713.0)","(892.0, 748.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,6,4,"(837.0, 683.0)","(892.0, 714.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,0,5,"(837.0, 654.0)","(891.0, 686.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,8,6,"(839.0, 621.0)","(895.0, 654.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,5,7,"(836.0, 550.0)","(892.0, 585.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,0,8,"(838.0, 519.0)","(891.0, 552.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,7,9,"(834.0, 479.0)","(890.0, 519.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,9,10,"(835.0, 442.0)","(891.0, 477.0)"
CMC_CCM_2018_01_31_00_42_18_55860850793.png,3,11,"(837.0, 419.0)","(888.0, 453.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,5,1,"(834.0, 784.0)","(889.0, 817.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,5,2,"(832.0, 749.0)","(888.0, 784.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,8,3,"(833.0, 715.0)","(887.0, 747.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,6,4,"(834.0, 684.0)","(886.0, 716.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,0,5,"(833.0, 651.0)","(886.0, 688.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,8,6,"(834.0, 613.0)","(888.0, 650.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,4,7,"(830.0, 556.0)","(882.0, 589.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,0,8,"(831.0, 522.0)","(883.0, 554.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,9,9,"(830.0, 489.0)","(881.0, 523.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,0,10,"(830.0, 449.0)","(880.0, 487.0)"
CMC_CCM_2018_01_31_00_50_14_55860840903.png,3,11,"(826.0, 412.0)","(881.0, 449.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,5,1,"(822.0, 781.0)","(881.0, 814.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,5,2,"(823.0, 746.0)","(878.0, 779.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,8,3,"(824.0, 711.0)","(877.0, 742.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,6,4,"(822.0, 680.0)","(875.0, 715.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,0,5,"(823.0, 651.0)","(877.0, 687.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,8,6,"(823.0, 617.0)","(877.0, 651.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,4,7,"(818.0, 547.0)","(879.0, 586.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,1,8,"(817.0, 511.0)","(878.0, 551.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,0,9,"(818.0, 474.0)","(874.0, 509.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,0,10,"(819.0, 450.0)","(875.0, 480.0)"
CMC_CCM_2018_01_31_00_53_42_55860841005.png,5,11,"(814.0, 409.0)","(873.0, 449.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,5,1,"(827.0, 785.0)","(884.0, 817.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,5,2,"(827.0, 749.0)","(883.0, 785.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,8,3,"(827.0, 712.0)","(882.0, 747.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,6,4,"(828.0, 682.0)","(882.0, 716.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,0,5,"(830.0, 654.0)","(882.0, 685.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,8,6,"(829.0, 620.0)","(884.0, 655.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,3,7,"(830.0, 556.0)","(885.0, 592.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,0,8,"(829.0, 519.0)","(883.0, 551.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,9,9,"(830.0, 488.0)","(881.0, 522.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,3,10,"(833.0, 459.0)","(883.0, 493.0)"
CMC_CCM_2018_01_31_00_51_33_55860830930.png,0,11,"(830.0, 420.0)","(882.0, 455.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,5,1,"(840.0, 766.0)","(895.0, 803.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,5,2,"(839.0, 730.0)","(896.0, 763.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,8,3,"(843.0, 699.0)","(897.0, 732.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,6,4,"(843.0, 666.0)","(896.0, 698.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,0,5,"(844.0, 638.0)","(894.0, 670.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,8,6,"(842.0, 603.0)","(898.0, 638.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,3,7,"(841.0, 535.0)","(897.0, 574.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,0,8,"(843.0, 498.0)","(898.0, 534.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,7,9,"(841.0, 463.0)","(896.0, 497.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,2,10,"(845.0, 436.0)","(901.0, 471.0)"
CMC_CCM_2018_01_31_00_34_21_5586083072C.png,C,11,"(849.0, 395.0)","(898.0, 431.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,5,1,"(826.0, 775.0)","(885.0, 808.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,5,2,"(826.0, 738.0)","(886.0, 775.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,8,3,"(827.0, 707.0)","(885.0, 736.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,6,4,"(829.0, 673.0)","(884.0, 708.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,0,5,"(830.0, 646.0)","(882.0, 676.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,8,6,"(830.0, 607.0)","(884.0, 642.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,4,7,"(827.0, 544.0)","(883.0, 579.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,0,8,"(833.0, 511.0)","(885.0, 544.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,7,9,"(826.0, 471.0)","(883.0, 508.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,X,10,"(828.0, 435.0)","(883.0, 467.0)"
CMC_CCM_2018_01_31_00_32_15_558608407X0.png,0,11,"(831.0, 401.0)","(882.0, 434.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,5,1,"(909.0, 781.0)","(965.0, 814.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,5,2,"(910.0, 748.0)","(964.0, 780.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,8,3,"(911.0, 715.0)","(963.0, 747.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,6,4,"(911.0, 682.0)","(963.0, 715.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,0,5,"(915.0, 654.0)","(966.0, 682.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,9,6,"(915.0, 622.0)","(967.0, 656.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,6,7,"(915.0, 549.0)","(965.0, 589.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,0,8,"(915.0, 519.0)","(967.0, 554.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,2,9,"(916.0, 484.0)","(969.0, 517.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,8,10,"(915.0, 454.0)","(970.0, 484.0)"
CMC_CCM_2018_01_31_01_52_08_55860960283.png,3,11,"(918.0, 423.0)","(969.0, 459.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,5,1,"(838.0, 766.0)","(895.0, 802.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,5,2,"(838.0, 732.0)","(893.0, 765.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,8,3,"(839.0, 697.0)","(893.0, 731.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,6,4,"(838.0, 665.0)","(891.0, 696.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,0,5,"(837.0, 636.0)","(887.0, 670.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,8,6,"(837.0, 604.0)","(892.0, 636.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,5,7,"(835.0, 534.0)","(891.0, 569.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,0,8,"(836.0, 501.0)","(890.0, 538.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,6,9,"(835.0, 466.0)","(887.0, 497.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,2,10,"(833.0, 436.0)","(888.0, 469.0)"
CMC_CCM_2018_01_31_00_33_04_55860850628.png,8,11,"(833.0, 398.0)","(887.0, 432.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,5,1,"(836.0, 780.0)","(891.0, 812.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,5,2,"(836.0, 745.0)","(892.0, 781.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,8,3,"(836.0, 709.0)","(890.0, 740.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,6,4,"(836.0, 680.0)","(889.0, 713.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,0,5,"(839.0, 651.0)","(892.0, 682.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,8,6,"(838.0, 612.0)","(891.0, 647.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,1,7,"(834.0, 547.0)","(889.0, 582.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,0,8,"(835.0, 505.0)","(888.0, 541.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,6,9,"(835.0, 475.0)","(888.0, 504.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,1,10,"(835.0, 450.0)","(888.0, 480.0)"
CMC_CCM_2018_01_31_00_31_49_55860810619.png,9,11,"(832.0, 404.0)","(885.0, 443.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,5,1,"(879.0, 801.0)","(935.0, 831.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,5,2,"(878.0, 762.0)","(934.0, 799.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,8,3,"(877.0, 730.0)","(931.0, 760.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,6,4,"(877.0, 699.0)","(932.0, 732.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,0,5,"(880.0, 669.0)","(932.0, 701.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,9,6,"(879.0, 634.0)","(930.0, 669.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,2,7,"(877.0, 573.0)","(933.0, 612.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,0,8,"(878.0, 536.0)","(933.0, 572.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,2,9,"(878.0, 503.0)","(931.0, 535.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,7,10,"(870.0, 468.0)","(927.0, 507.0)"
CMC_CCM_2018_01_31_01_52_59_55860920274.png,4,11,"(868.0, 440.0)","(923.0, 473.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,5,1,"(849.0, 765.0)","(903.0, 800.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,5,2,"(847.0, 728.0)","(903.0, 766.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,8,3,"(846.0, 693.0)","(901.0, 729.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,6,4,"(848.0, 666.0)","(900.0, 697.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,0,5,"(849.0, 635.0)","(898.0, 671.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,8,6,"(847.0, 603.0)","(899.0, 637.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,6,7,"(846.0, 532.0)","(898.0, 571.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,0,8,"(844.0, 502.0)","(897.0, 534.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,9,9,"(841.0, 465.0)","(896.0, 503.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,7,10,"(840.0, 428.0)","(893.0, 466.0)"
CMC_CCM_2018_01_31_00_54_58_55860860979.png,9,11,"(839.0, 389.0)","(894.0, 427.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,5,1,"(825.0, 776.0)","(879.0, 811.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,5,2,"(823.0, 739.0)","(878.0, 777.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,8,3,"(825.0, 705.0)","(876.0, 739.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,6,4,"(823.0, 674.0)","(876.0, 705.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,0,5,"(824.0, 645.0)","(876.0, 681.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,8,6,"(824.0, 610.0)","(877.0, 648.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,1,7,"(820.0, 547.0)","(878.0, 578.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,0,8,"(821.0, 506.0)","(876.0, 543.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,8,9,"(822.0, 474.0)","(874.0, 506.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,2,10,"(821.0, 446.0)","(875.0, 480.0)"
CMC_CCM_2018_01_31_00_45_14_5586081082X.png,X,11,"(818.0, 409.0)","(875.0, 445.0)"
CMC_CCM_2018_01_31_00_55_24_55860830930.png,5,1,"(820.0, 771.0)","(876.0, 805.0)"
CMC_CCM_2018_01_31_00_55_24_55860830930.png,5,2,"(820.0, 735.0)","(874.0, 771.0)"
CMC_CCM_2018_01_31_00_55_24_55860830930.png,8,3,"(822.0, 699.0)","(874.0, 736.0)"
CMC_CCM_2018_01_31_00_55_24_55860830930.png,6,4,"(824.0, 672.0)","(875.0, 703.0)"
CMC_CCM_2018_01_31_00_55_24_55860830930.png,0,5,"(823.0, 640.0)","(874.0, 673.0)"
