file_name,character,order,top_left,bottom_right
CMC_CCM_2018_01_31_00_19_48_55860840442.png,8,6,"(1359.0, 979.0)","(1454.0, 1038.0)"
CMC_CCM_2018_01_31_00_19_48_55860840442.png,4,7,"(1360.0, 879.0)","(1453.0, 934.0)"
CMC_CCM_2018_01_31_00_19_48_55860840442.png,0,8,"(1357.0, 819.0)","(1450.0, 879.0)"
CMC_CCM_2018_01_31_00_19_48_55860840442.png,4,9,"(1359.0, 760.0)","(1450.0, 815.0)"
CMC_CCM_2018_01_31_00_19_48_55860840442.png,4,10,"(1354.0, 715.0)","(1448.0, 767.0)"
CMC_CCM_2018_01_31_00_19_48_55860840442.png,2,11,"(1354.0, 647.0)","(1447.0, 714.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,5,1,"(1496.0, 1383.0)","(1591.0, 1448.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,5,2,"(1500.0, 1319.0)","(1595.0, 1383.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,8,3,"(1504.0, 1259.0)","(1602.0, 1319.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,6,4,"(1508.0, 1198.0)","(1600.0, 1268.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,0,5,"(1510.0, 1150.0)","(1605.0, 1211.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,8,6,"(1507.0, 1080.0)","(1604.0, 1147.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,5,7,"(1511.0, 970.0)","(1613.0, 1032.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,0,8,"(1515.0, 920.0)","(1616.0, 978.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,4,9,"(1524.0, 849.0)","(1618.0, 907.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,1,10,"(1519.0, 794.0)","(1622.0, 852.0)"
CMC_CCM_2018_01_31_00_24_14_55860850415.png,5,11,"(1522.0, 722.0)","(1619.0, 793.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,5,1,"(1638.0, 1503.0)","(1744.0, 1567.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,5,2,"(1634.0, 1434.0)","(1746.0, 1499.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,8,3,"(1640.0, 1360.0)","(1748.0, 1427.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,6,4,"(1635.0, 1296.0)","(1743.0, 1364.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,0,5,"(1635.0, 1241.0)","(1744.0, 1307.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,8,6,"(1633.0, 1166.0)","(1741.0, 1237.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,3,7,"(1635.0, 1047.0)","(1738.0, 1119.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,0,8,"(1629.0, 979.0)","(1740.0, 1049.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,5,9,"(1635.0, 909.0)","(1736.0, 971.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,1,10,"(1639.0, 852.0)","(1740.0, 909.0)"
CMC_CCM_2018_01_31_00_24_40_55860830517.png,7,11,"(1632.0, 761.0)","(1740.0, 840.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,5,1,"(1362.0, 1278.0)","(1454.0, 1329.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,5,2,"(1358.0, 1219.0)","(1448.0, 1278.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,8,3,"(1361.0, 1161.0)","(1454.0, 1216.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,6,4,"(1363.0, 1113.0)","(1452.0, 1170.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,0,5,"(1359.0, 1062.0)","(1451.0, 1117.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,8,6,"(1359.0, 1001.0)","(1452.0, 1054.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,5,7,"(1365.0, 899.0)","(1454.0, 953.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,0,8,"(1363.0, 851.0)","(1454.0, 903.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,2,9,"(1364.0, 787.0)","(1454.0, 839.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,0,10,"(1360.0, 736.0)","(1454.0, 788.0)"
CMC_CCM_2018_01_31_00_15_47_55860850202.png,2,11,"(1360.0, 666.0)","(1450.0, 733.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,5,1,"(1407.0, 1271.0)","(1504.0, 1332.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,5,2,"(1409.0, 1217.0)","(1497.0, 1276.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,8,3,"(1405.0, 1158.0)","(1495.0, 1216.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,6,4,"(1406.0, 1109.0)","(1495.0, 1168.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,0,5,"(1409.0, 1062.0)","(1496.0, 1116.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,8,6,"(1402.0, 1003.0)","(1496.0, 1060.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,4,7,"(1400.0, 906.0)","(1493.0, 958.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,0,8,"(1402.0, 849.0)","(1493.0, 905.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,3,9,"(1403.0, 787.0)","(1490.0, 838.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,C,10,"(1405.0, 736.0)","(1491.0, 784.0)"
CMC_CCM_2018_01_31_00_16_13_558608403C7.png,7,11,"(1400.0, 676.0)","(1487.0, 740.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,5,1,"(1461.0, 1375.0)","(1562.0, 1430.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,5,2,"(1460.0, 1305.0)","(1558.0, 1372.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,8,3,"(1459.0, 1241.0)","(1557.0, 1303.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,6,4,"(1459.0, 1192.0)","(1554.0, 1251.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,0,5,"(1455.0, 1137.0)","(1552.0, 1195.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,8,6,"(1455.0, 1068.0)","(1562.0, 1133.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,1,7,"(1454.0, 963.0)","(1550.0, 1018.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,0,8,"(1451.0, 888.0)","(1551.0, 952.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,2,9,"(1450.0, 826.0)","(1545.0, 885.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,X,10,"(1448.0, 782.0)","(1545.0, 842.0)"
CMC_CCM_2018_01_31_00_14_33_558608102X3.png,3,11,"(1446.0, 709.0)","(1549.0, 773.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,5,1,"(1648.0, 1511.0)","(1759.0, 1574.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,5,2,"(1648.0, 1441.0)","(1758.0, 1511.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,8,3,"(1657.0, 1368.0)","(1762.0, 1433.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,6,4,"(1653.0, 1310.0)","(1754.0, 1376.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,0,5,"(1657.0, 1255.0)","(1758.0, 1316.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,8,6,"(1649.0, 1174.0)","(1761.0, 1252.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,5,7,"(1652.0, 1056.0)","(1757.0, 1123.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,0,8,"(1653.0, 995.0)","(1761.0, 1062.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,1,9,"(1659.0, 919.0)","(1771.0, 979.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,6,10,"(1656.0, 852.0)","(1760.0, 921.0)"
CMC_CCM_2018_01_31_00_11_12_55860850167.png,7,11,"(1652.0, 773.0)","(1768.0, 852.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,5,1,"(1506.0, 1378.0)","(1602.0, 1438.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,5,2,"(1506.0, 1317.0)","(1602.0, 1379.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,8,3,"(1505.0, 1250.0)","(1601.0, 1311.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,6,4,"(1507.0, 1197.0)","(1600.0, 1253.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,0,5,"(1506.0, 1150.0)","(1604.0, 1204.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,7,6,"(1495.0, 1069.0)","(1601.0, 1142.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,3,7,"(1504.0, 963.0)","(1600.0, 1028.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,0,8,"(1502.0, 909.0)","(1600.0, 965.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,9,9,"(1503.0, 850.0)","(1597.0, 907.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,5,10,"(1495.0, 789.0)","(1597.0, 855.0)"
CMC_CCM_2018_01_31_00_03_32_55860730952.png,2,11,"(1499.0, 726.0)","(1595.0, 789.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,5,1,"(1619.0, 1510.0)","(1729.0, 1575.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,5,2,"(1614.0, 1440.0)","(1725.0, 1509.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,8,3,"(1622.0, 1370.0)","(1729.0, 1442.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,6,4,"(1621.0, 1312.0)","(1719.0, 1380.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,0,5,"(1620.0, 1261.0)","(1723.0, 1321.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,8,6,"(1612.0, 1174.0)","(1718.0, 1245.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,1,7,"(1613.0, 1066.0)","(1726.0, 1127.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,0,8,"(1614.0, 975.0)","(1720.0, 1046.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,4,9,"(1613.0, 913.0)","(1719.0, 978.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,0,10,"(1618.0, 856.0)","(1722.0, 922.0)"
CMC_CCM_2018_01_31_00_22_33_55860810406.png,6,11,"(1613.0, 767.0)","(1720.0, 846.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,5,1,"(1368.0, 1255.0)","(1462.0, 1309.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,5,2,"(1368.0, 1197.0)","(1455.0, 1256.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,8,3,"(1369.0, 1138.0)","(1455.0, 1196.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,6,4,"(1367.0, 1088.0)","(1454.0, 1146.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,0,5,"(1370.0, 1048.0)","(1459.0, 1098.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,8,6,"(1364.0, 988.0)","(1459.0, 1045.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,1,7,"(1367.0, 889.0)","(1456.0, 934.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,0,8,"(1365.0, 816.0)","(1458.0, 873.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,1,9,"(1367.0, 768.0)","(1456.0, 811.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,5,10,"(1360.0, 703.0)","(1451.0, 762.0)"
CMC_CCM_2018_01_31_00_10_46_55860810158.png,8,11,"(1360.0, 656.0)","(1451.0, 707.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,5,1,"(1644.0, 1517.0)","(1753.0, 1581.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,5,2,"(1638.0, 1448.0)","(1746.0, 1515.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,8,3,"(1645.0, 1376.0)","(1745.0, 1443.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,6,4,"(1638.0, 1312.0)","(1746.0, 1381.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,0,5,"(1640.0, 1255.0)","(1746.0, 1323.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,8,6,"(1634.0, 1184.0)","(1752.0, 1252.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,4,7,"(1634.0, 1067.0)","(1751.0, 1130.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,0,8,"(1632.0, 1006.0)","(1746.0, 1069.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,5,9,"(1625.0, 930.0)","(1742.0, 994.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,E,10,"(1633.0, 855.0)","(1749.0, 919.0)"
CMC_CCM_2018_01_31_00_23_48_558608405EC.png,C,11,"(1632.0, 799.0)","(1741.0, 858.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,5,1,"(1339.0, 1243.0)","(1430.0, 1302.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,5,2,"(1338.0, 1188.0)","(1428.0, 1241.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,8,3,"(1340.0, 1125.0)","(1433.0, 1184.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,6,4,"(1340.0, 1076.0)","(1429.0, 1135.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,0,5,"(1341.0, 1036.0)","(1428.0, 1083.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,7,6,"(1337.0, 963.0)","(1432.0, 1029.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,1,7,"(1337.0, 880.0)","(1426.0, 917.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,1,8,"(1338.0, 814.0)","(1427.0, 865.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,0,9,"(1334.0, 756.0)","(1430.0, 803.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,E,10,"(1337.0, 710.0)","(1430.0, 761.0)"
CMC_CCM_2018_01_31_00_05_04_558607110EE.png,E,11,"(1334.0, 653.0)","(1425.0, 708.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,5,1,"(1673.0, 1487.0)","(1780.0, 1556.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,5,2,"(1673.0, 1417.0)","(1782.0, 1491.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,8,3,"(1677.0, 1350.0)","(1781.0, 1419.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,6,4,"(1682.0, 1291.0)","(1782.0, 1360.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,0,5,"(1671.0, 1233.0)","(1785.0, 1300.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,7,6,"(1675.0, 1154.0)","(1782.0, 1229.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,6,7,"(1681.0, 1033.0)","(1781.0, 1111.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,1,8,"(1677.0, 993.0)","(1781.0, 1039.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,0,9,"(1679.0, 908.0)","(1784.0, 962.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,9,10,"(1673.0, 848.0)","(1778.0, 908.0)"
CMC_CCM_2018_01_31_00_04_39_55860761090.png,0,11,"(1679.0, 773.0)","(1783.0, 840.0)"
CMC_CCM_2018_01_31_00_09_24_5586082012E.png,5,1,"(1631.0, 1524.0)","(1736.0, 1584.0)"
CMC_CCM_2018_01_31_00_09_24_5586082012E.png,5,2,"(1625.0, 1458.0)","(1735.0, 1518.0)"
CMC_CCM_2018_01_31_00_09_24_5586082012E.png,8,3,"(1631.0, 1385.0)","(1741.0, 1454.0)"
